Date,Open,High,Low,Close,Volume,RSI,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,WILLR,MOM
2019-12-08,7485.51,7562.68,7378.86,7509.15,32.269798,42.92420353942761,-235.66991055600374,57.88196676643929,-293.55187732244303,-25.996722691602304,84.47999999999956
2019-12-09,7511.64,7645.75,7276.66,7345.27,68.682337,39.65893284698848,-228.0928932063698,52.3671872928586,-280.4600804992284,-50.75677613367051,-391.8599999999997
2019-12-10,7337.84,7405.29,7164.42,7227.39,59.576235,37.45199186022756,-228.96066715515917,41.1995306752554,-270.1601978304146,-62.494772270129204,-320.6899999999996
2019-12-11,7230.5,7271.71,7139.23,7208.17,23.33556,37.08958235565951,-228.56452803064803,33.27653583981322,-261.84106387046126,-83.72770341988765,-188.01000000000022
2019-12-12,7210.16,7292.67,7087.23,7200.81,43.880735,36.942162464252235,-226.2365611606665,28.483602167835812,-254.7201633285023,-84.6804048981282,-96.15999999999985
2019-12-13,7196.03,7302.72,7195.48,7253.02,24.308115,38.80045008740963,-217.66956077922077,29.64048203942525,-247.31004281864602,-76.22989659113075,-28.229999999999563
2019-12-14,7254.49,7269.11,7013.56,7068.94,49.742195,34.89577982441865,-223.16140309257025,19.318911780860617,-242.48031487343087,-92.49094927526417,-126.74000000000069
2019-12-15,7066.69,7196.62,7011.08,7121.19,32.087207,36.83873505240668,-220.75288749086303,17.381941906054294,-238.13482939691733,-85.12006919012423,-260.78000000000065
2019-12-16,7123.79,7152.66,6850.0,6893.47,80.234618,32.3126218324958,-234.5158694269512,2.895167975972896,-237.4110374029241,-95.1757355144439,-636.5199999999995
2019-12-17,6891.13,6937.54,6564.89,6619.91,104.834435,27.88097833352761,-264.4487371042069,-21.630159761026192,-242.8185773431807,-95.36158087305472,-871.6000000000004
2019-12-18,6626.58,7411.91,6438.08,7270.83,156.116394,46.635460869294015,-232.96151107237802,7.885653016642152,-240.84716408902017,-31.04490465110502,-238.3199999999997
2019-12-19,7285.03,7366.95,7048.75,7147.99,76.642129,44.29446014803949,-215.43640223180137,20.328609485775047,-235.7650117175764,-41.216557503291476,-197.28000000000065
2019-12-20,7156.13,7214.26,7082.3,7181.29,29.912234,45.09901292178196,-196.59437790107313,31.336507053202638,-227.93088495427577,-38.45918173010839,-46.100000000000364
2019-12-21,7188.86,7190.69,7118.0,7137.74,17.305598,44.199916626059256,-183.06579042940757,35.89207561989457,-218.95786604930214,-42.06529929533732,-70.43000000000029
2019-12-22,7137.36,7512.47,7127.42,7504.57,69.748961,52.74553329672118,-141.117457903978,62.27232651625934,-203.38978442023733,-11.690279629368971,303.7599999999993
2019-12-23,7510.48,7689.98,7271.82,7321.46,139.129644,48.73346982995473,-121.25084458173023,65.71115187080568,-186.9619964525359,-29.436855978912025,68.4399999999996
2019-12-24,7312.63,7430.89,7166.3,7276.31,68.082751,47.76862990279314,-107.9057675391523,63.24498313070691,-171.1507506698592,-33.0433740714114,207.3700000000008
2019-12-25,7262.39,7272.13,7131.55,7200.1,31.498899,46.1092166018127,-102.29995769053221,55.080634383461614,-157.38059207399382,-39.13092100007982,78.91000000000076
2019-12-26,7205.02,7432.08,7164.33,7208.33,38.359558,46.32606080091656,-96.08560572719125,49.03598907744208,-145.12159480463333,-38.473520249221174,314.8599999999997
2019-12-27,7208.33,7273.96,7100.0,7249.98,56.297457,47.47785690246453,-86.79931167355153,46.657826504865454,-133.45713817841698,-35.146577202651976,630.0699999999997
2019-12-28,7253.94,7361.77,7250.22,7308.62,31.311032,49.13291271455073,-73.8567244614569,47.68033097356806,-121.53705543502497,-30.462497004553057,37.789999999999964
2019-12-29,7312.34,7526.48,7294.84,7391.07,25.926259,51.44948281880278,-56.297640754414715,52.1915317444882,-108.48917249890292,-23.876507708283402,243.07999999999993
2019-12-30,7357.28,7396.65,7227.31,7244.3,75.239284,47.318347120432854,-53.60710348246539,43.90565521315003,-97.51275869561542,-35.60028756290434,63.01000000000022
2019-12-31,7240.76,7300.0,7146.0,7197.33,50.669991,46.04416645177674,-54.63512011005514,34.302110868448224,-88.93723097850337,-39.35218467928746,59.590000000000146
2020-01-01,7180.46,7245.54,7175.62,7195.65,31.403883,45.996457570099395,-54.95194088540302,27.188232074480283,-82.1401729598833,-77.09090341998974,-308.9200000000001
2020-01-02,7191.39,7210.05,6934.29,6961.8,67.004407,39.81261898441135,-73.22863020072782,7.129234207324387,-80.35786440805221,-96.35961836202672,-359.65999999999985
2020-01-03,6958.14,7404.24,6877.78,7345.65,102.621386,51.36973019385355,-56.09294655660051,19.411934281161365,-75.50488083776187,-42.3947303619798,69.33999999999924
2020-01-04,7344.55,7403.98,7282.25,7349.45,32.271372,51.46908047524939,-41.725183626796024,27.023757768772683,-68.7489413955687,-41.92686530411227,149.34999999999945
2020-01-05,7363.88,7489.84,7332.96,7364.19,67.247638,51.879746617213335,-28.817048184620944,31.945514568758213,-60.76256275337916,-40.11204136912091,155.85999999999967
2020-01-06,7359.4,7796.86,7352.92,7777.53,142.311675,61.67376960708971,14.597554206651694,60.288093568024685,-45.69053936137299,-2.103190146668399,527.5500000000002
2020-01-07,7785.53,8198.98,7735.68,8174.34,242.896066,68.33649682061647,80.09984890971009,100.63231061686646,-20.532461707156376,-1.8649712382681982,865.7200000000003
2020-01-08,8174.37,8456.12,7890.0,8051.97,186.162188,64.606494199347,120.7447823789471,113.02179526888277,7.7229871100643175,-25.606016447660217,660.9000000000005
2020-01-09,8036.44,8036.44,7753.44,7824.32,116.171338,58.237953761504315,133.05298059696452,100.26399478952015,32.78898580744436,-40.02939797508779,580.0199999999995
2020-01-10,7813.16,8195.0,7684.66,8195.0,189.003029,64.39280646251679,170.74979708575938,110.36864902265202,60.38114806310737,-16.54396391145131,997.6700000000001
2020-01-11,8195.0,8290.0,8010.01,8026.42,79.694317,60.0577335045384,184.890496077428,99.6074784114565,85.2830176659715,-27.22480580863441,830.7700000000004
2020-01-12,8010.01,8192.05,7968.79,8185.42,46.703006,62.61420765054041,206.5461377822694,97.01049609303831,109.53564168923108,-17.150930724685466,1223.62
2020-01-13,8186.81,8186.81,8059.34,8102.27,71.026524,60.43573398869725,214.52595806062345,83.99225309711389,130.53370496350956,-22.419123889656234,756.6200000000008
2020-01-14,8110.96,8891.18,8110.96,8847.12,351.521336,70.37799443235113,277.75144736063703,117.77419391770195,159.97725344293508,-2.188338134498835,1497.670000000001
2020-01-15,8808.88,8911.21,8579.47,8817.79,146.624295,69.63592710794951,321.7821133665093,129.44388793885935,192.33822542764995,-4.594207816349627,1453.6000000000013
2020-01-16,8836.69,8857.99,8595.65,8730.0,95.196653,67.34694707202661,345.6088503982728,122.61649997649826,222.99235042177455,-8.911543549568911,952.4700000000003
2020-01-17,8729.99,9022.5,8673.1,8915.59,77.322512,69.62039480698331,375.1428597491049,121.72040746186426,253.42245228724065,-6.143370205430243,741.25
2020-01-18,8905.0,8988.76,8805.36,8917.29,51.104627,69.64124567613477,394.1425210952075,112.57605504637343,281.56646604883406,-6.227138747824801,865.3200000000006
2020-01-19,8913.69,9200.0,8493.57,8718.51,217.436897,64.10116125278196,388.67954897497293,85.69046634091109,302.98908263406184,-26.067631071745666,894.1900000000005
2020-01-20,8725.94,8741.97,8530.0,8644.33,44.186513,62.11530725290662,374.05255316595685,56.85077642551602,317.20177674044083,-36.66965829450817,449.3299999999999
2020-01-21,8650.15,8778.28,8503.31,8754.88,69.588088,63.90974332451458,367.14875242480775,39.957580547493535,327.1911718773142,-29.374265841329382,728.4599999999991
2020-01-22,8737.02,8819.92,8605.64,8670.36,37.871172,61.510900829879084,350.8134241811749,18.89780184308853,331.9156223380864,-34.95189198463707,484.9400000000005
2020-01-23,8671.0,8671.0,8305.5,8414.87,64.560013,54.8132938104779,313.63624764634915,-14.623499753389808,328.25974739973896,-51.81213457045938,312.60000000000036
2020-01-24,8411.45,8524.11,8241.5,8451.96,82.696069,55.56963039994912,283.8933743196758,-35.49309846405055,319.38647278372633,-60.756491581452465,-395.1600000000017
2020-01-25,8440.25,8442.68,8277.21,8344.78,75.48201,52.81837406061048,248.8053296982689,-56.464914468365976,305.2702441666349,-69.46174901113534,-473.0100000000002
2020-01-26,8340.11,8612.12,8301.86,8612.12,57.451045,58.35664427303367,239.80557588151714,-52.3717346280942,292.17731050961135,-51.53858292567455,-117.8799999999992
2020-01-27,8613.88,9002.45,8584.04,8914.11,103.998546,63.56009845364417,254.1120300036455,-30.45222440477272,284.5642544084182,-26.25156100786008,-1.4799999999995634
2020-01-28,8921.17,9402.37,8892.43,9380.14,143.799437,69.8260159029622,299.60110910213734,12.029483754975274,287.57162534716207,-1.9149431030176856,462.84999999999854
2020-01-29,9376.62,9445.67,9239.08,9300.85,140.356186,67.69325534642533,325.5013151297062,30.34375182603526,295.15756330367094,-12.026541103000376,582.3400000000001
2020-01-30,9300.42,9579.29,9205.0,9526.47,131.547022,70.45831182957889,360.0822592808818,51.939756781768665,308.1425024991131,-3.94830279789814,882.1399999999994
2020-01-31,9513.19,9534.33,9213.32,9352.98,76.298925,65.79509247012486,369.2324319431318,48.871943555214955,320.36048838791686,-16.916705910494258,598.1000000000004
2020-02-01,9363.96,9462.65,9301.63,9388.81,61.245697,66.29128796347636,375.05182725465966,43.753071093394226,331.29875616126543,-14.238408120856128,718.4499999999989
2020-02-02,9384.73,9487.85,9157.15,9332.83,73.733713,64.71179175049772,370.8714466325837,31.65815237705459,339.2132942555291,-18.422921385269795,917.9599999999991
2020-02-03,9324.9,9600.0,9241.58,9299.8,103.261331,63.746674608652114,360.73489262232397,17.2172786934359,343.51761392888807,-22.097902097902157,847.8400000000001
2020-02-04,9299.53,9356.66,9100.0,9195.95,72.818585,60.68230407581653,340.39787859579883,-2.4957882664713793,342.8936668622702,-29.74236290025758,851.1700000000001
2020-02-05,9192.37,9747.48,9180.27,9610.31,125.859151,67.41331033821201,353.6395014685113,8.596667684992838,345.04283378351846,-9.108354692625408,998.1899999999987
2020-02-06,9625.0,9859.33,9535.38,9766.99,118.594015,69.53697245563944,372.48260199307515,21.95181456764533,350.5307874254298,-5.707645426280894,852.8799999999992
2020-02-07,9767.0,9880.32,9730.59,9815.0,114.263799,70.1783007315091,386.8307565123996,29.03997526957579,357.7907812428238,-4.07458003505684,434.8600000000006
2020-02-08,9821.51,9937.31,9668.84,9903.38,123.202272,71.37308328988355,400.7141168165708,34.338668458997574,366.37544835757325,-2.074658350912617,602.5299999999988
2020-02-09,9903.35,10174.27,9892.42,10153.53,132.3238,74.48854814281952,426.979836521361,48.48351053103016,378.49632599033083,-1.3042138558573169,627.0600000000013
2020-02-10,10165.0,10193.58,9767.62,9850.16,64.643096,65.21861389213578,418.4920689223072,31.996594345581116,386.4954745767261,-26.39357491449873,497.1800000000003
2020-02-11,9848.03,10325.27,9718.9,10228.72,131.651073,70.20196557019521,437.2714866846163,40.62080968631216,396.65067699830416,-7.879895859688157,839.9099999999999
2020-02-12,10230.93,10450.0,10230.64,10348.98,100.010641,71.5943236688937,456.5949451971428,47.9554145590709,408.6395306380719,-7.482962962962992,1016.1499999999996
2020-02-13,10318.09,10490.0,10101.26,10217.13,154.524547,67.85095247376005,456.01309707792825,37.89885315188508,418.1142439260432,-19.63093525179862,917.3299999999999
2020-02-14,10237.42,10376.6,10116.94,10344.17,54.421371,69.50539740366536,460.4947477300775,33.90440304322743,426.5903446868501,-10.49136690647482,1148.2199999999993
2020-02-15,10350.58,10373.47,9800.0,9898.96,77.415116,58.201515594748685,423.24288145777246,-2.677970583262095,425.92085204103455,-42.520863309352585,288.64999999999964
2020-02-16,9908.62,10047.63,9649.72,9928.33,79.983205,58.678939602866755,391.576571626676,-27.475424331486863,419.0519959581629,-40.407913669064754,161.34000000000015
2020-02-17,9916.64,9952.62,9458.42,9708.77,127.362219,53.73748285599242,344.78961581454314,-59.409904114895824,404.19951992943896,-56.20359712230213,-106.22999999999956
2020-02-18,9698.24,10249.17,9593.22,10158.14,99.603428,60.98008455195915,340.0511220493172,-51.318718304097445,391.36984035341465,-25.338046772999068,254.76000000000022
2020-02-19,10167.94,10512.0,9400.0,9601.99,122.651752,50.45266354690377,288.0981583067696,-82.61734563731602,370.71550394408564,-81.83543165467628,-551.5400000000009
2020-02-20,9588.19,9686.42,9410.02,9608.23,59.479937,50.555803427650176,244.60887721723157,-100.88530138148326,345.4941785987148,-81.2742805755396,-241.9300000000003
2020-02-21,9587.23,9761.24,9571.64,9670.0,42.660383,51.629217102670616,212.67603445799614,-106.254515312575,318.93054977057113,-75.71942446043165,-558.7199999999993
2020-02-22,9675.78,9702.82,9558.25,9664.01,19.105039,51.51242923347637,184.7559321884164,-107.33969406572379,292.0956262541402,-76.25809352517983,-684.9699999999993
2020-02-23,9656.4,10002.98,9656.4,9949.57,34.398361,56.55755179975701,183.55544257904876,-86.83214694007319,270.38758951912195,-50.57823741007197,-267.5599999999995
2020-02-24,9945.64,9993.8,9487.44,9657.21,72.471237,50.736913623358205,157.20092288419983,-90.5493333079377,247.75025619213753,-76.86960431654684,-686.960000000001
2020-02-25,9665.52,9669.54,9256.66,9319.74,70.055603,44.98221316928005,107.84064764881441,-111.92768683465852,219.76833448347293,-94.97506651584432,-579.2199999999993
2020-02-26,9309.7,9372.65,8653.0,8790.39,127.025997,37.74948507497548,25.711763659281132,-155.24525665935346,180.9570203186346,-92.60946745562133,-1137.9400000000005
2020-02-27,8784.22,8967.12,8531.36,8802.94,87.447145,38.00399838082166,-37.92610002094443,-175.10649627166322,137.1803962507188,-86.28827045803376,-905.8299999999999
2020-02-28,8818.72,8900.32,8451.67,8694.33,113.603047,36.60902327583374,-96.01666444253351,-186.55764855460183,90.54098411206833,-88.22227507243986,-1463.8099999999995
2020-02-29,8698.05,8787.36,8524.44,8528.54,30.989384,34.52571721839235,-153.6604210185087,-195.36112410446162,41.700703085952924,-96.26904427931444,-1073.449999999999
2020-03-01,8523.66,8746.82,8428.7,8545.65,62.480797,34.937221070090665,-195.706892170414,-189.92607620509352,-5.780815965320462,-94.38631018096295,-1062.58
2020-03-02,8525.48,8963.39,8502.03,8900.76,75.481934,42.951184602158875,-198.0911428772306,-153.8482615295281,-44.24288134770249,-77.34075745211925,-769.2399999999998
2020-03-03,8913.63,8919.44,8660.53,8758.86,99.933376,40.78914553474463,-209.02135476573676,-131.8227787344274,-77.19857603130934,-84.15206643306293,-905.1499999999996
2020-03-04,8765.54,8844.36,8672.76,8748.23,69.532432,40.62417419959338,-216.05087855569764,-111.08184201951063,-104.969036536187,-79.70310237060758,-1201.3400000000001
2020-03-05,8765.21,9152.18,8765.21,9062.79,94.383394,47.40334977979309,-194.00311652725395,-71.22726399285355,-122.7758525344004,-59.72190461671363,-594.4199999999983
2020-03-06,9051.95,9170.84,8993.59,9140.03,62.796637,48.944803960054905,-168.3567717297301,-36.46473535626376,-131.89203637346634,-54.81553472063416,-179.70999999999913
2020-03-07,9140.03,9199.13,8847.87,8886.71,77.674978,44.35372721109819,-166.55274920483498,-27.728570265094902,-138.82417893974008,-70.90670020580845,96.31999999999971
2020-03-08,8885.47,8885.47,8003.84,8036.46,127.36534,33.123162407462345,-231.06751504197018,-73.79466888178408,-157.2728461601861,-98.3607710707753,-766.4800000000005
2020-03-09,8036.65,8175.98,7642.21,7939.79,304.948987,32.12713066738731,-286.6915906688773,-103.53499560695298,-183.15659506192435,-85.32158060108617,-754.54
2020-03-10,7939.82,8140.35,7736.58,7888.99,146.684987,31.589552606604286,-331.0569879188042,-118.32031428550388,-212.73667363330034,-85.73888721943554,-639.5500000000011
2020-03-11,7880.0,7977.46,7597.21,7926.4,114.702022,32.48548538456217,-359.0591995770792,-117.05802075502308,-242.00117882205612,-79.45028465840991,-619.25
2020-03-12,7950.14,7956.4,4510.0,4824.58,2078.443533,14.974345610263887,-624.3450440435099,-305.875092177163,-318.4699518663469,-93.29129284110273,-4076.1800000000003
2020-03-13,4814.78,5948.5,3649.04,5582.5,2402.633114,25.536658622181168,-764.6141809440642,-356.9153832621738,-407.69879768189037,-65.16344779994559,-3176.3600000000006
2020-03-14,5583.79,5626.0,5053.25,5169.45,183.878643,23.801357973455662,-898.747958504965,-392.8393286584597,-505.90862984650533,-72.6056694576124,-3578.7799999999997
2020-03-15,5172.68,5943.59,5101.05,5365.04,306.334772,26.353424090917336,-977.993761910172,-377.6681056509333,-600.3256562592387,-69.08158246082495,-3697.750000000001
2020-03-16,5326.48,5361.94,4426.37,5023.0,525.896332,24.789799002965925,-1056.2209439295202,-364.71623013622514,-691.5047137932951,-75.2443654066871,-4117.030000000001
2020-03-17,5018.11,5522.61,4950.17,5320.37,307.111606,28.747997693283743,-1081.751517375682,-312.19744286590947,-769.5540745097725,-69.8864342740388,-3566.3399999999992
2020-03-18,5337.47,5437.71,5000.05,5390.21,567.576802,29.68397839316172,-1083.8551687380523,-251.44087538262374,-832.4142933554285,-68.62807630146537,-2646.25
2020-03-19,5394.56,6397.65,5252.01,6179.03,480.699799,39.371352399544804,-1010.2258908169679,-142.24927796923146,-867.9766128477364,-54.41533380539775,-1760.7600000000002
2020-03-20,6166.81,6904.12,5685.74,6205.0,542.741617,39.66606057169887,-938.9549079350136,-56.782636069821706,-882.1722718651919,-53.94741346536722,-1683.9899999999998
2020-03-21,6208.38,6451.84,5871.38,6165.0,349.50878,39.34879825133266,-875.6063611421996,5.252728578393885,-880.8590897205935,-51.95276170979082,-1761.3999999999996
2020-03-22,6148.07,6403.69,5762.84,5818.52,382.082858,36.61678677507809,-843.6353189410811,29.779016623610005,-873.4143355646911,-52.07623692825616,993.9400000000005
2020-03-23,5810.22,6586.88,5696.92,6481.71,325.910685,44.552364644990384,-756.0686583112474,93.87654180275501,-849.9452001140024,-36.92998256633365,899.21
2020-03-24,6499.47,6830.63,6387.89,6749.94,193.537502,47.41971840373525,-657.4488682643832,153.99706547969538,-811.4459337440786,-28.35953997070526,1580.4899999999998
2020-03-25,6744.53,6954.56,6474.17,6695.91,179.296648,46.893671120541704,-577.0004416662487,187.55639366226399,-764.5568353285126,-29.263632480219904,1330.87
2020-03-26,6700.0,6772.38,6517.01,6734.11,176.751321,47.3384788138634,-504.3482505518559,208.16686782132547,-712.5151183731814,-6.669147365618744,1711.1099999999997
2020-03-27,6750.08,6836.61,6275.59,6365.87,156.399686,43.55159198319457,-471.05473044169776,193.1683103451869,-664.2230407868847,-23.285037912498684,1045.5
2020-03-28,6359.77,6359.77,6032.28,6243.16,282.316189,42.336207582124956,-449.3907505212983,171.86583221246917,-621.2565827337675,-28.13870792938823,852.9499999999998
2020-03-29,6241.06,6266.95,5867.15,5876.82,245.719311,38.85046793892129,-456.51998846945935,131.7892754114465,-588.3092638809059,-42.628916339357424,-302.21000000000004
2020-03-30,5895.02,6607.25,5862.32,6386.47,374.646417,45.56524553720394,-416.247226309536,137.64963005709592,-553.8968563666319,-28.3422886763554,181.47000000000025
2020-03-31,6387.83,6516.79,6334.59,6434.43,200.191905,46.16434690359091,-376.12506534310523,142.2174328188214,-518.3424981619266,-26.61178505098465,269.4300000000003
2020-04-01,6419.08,6679.96,6152.38,6641.0,244.83346,48.77917629853228,-323.92547979569554,155.53361469298494,-479.4590944886805,-18.417080261960027,822.4799999999996
2020-04-02,6649.73,7226.02,6558.62,6826.94,569.861637,51.08236279085407,-264.5040896397968,171.96400387910694,-436.46809351890374,-25.90957488248894,345.22999999999956
2020-04-03,6786.0,7035.95,6607.95,6721.11,374.740512,49.71221838082184,-223.3768570146358,170.4729892034144,-393.8498462180502,-33.02007716957692,-28.829999999999927
2020-04-04,6725.64,6996.58,6654.02,6862.65,278.684236,51.58268991097999,-177.3181208323631,173.2253803085497,-350.5435011409128,-23.763651821332854,166.73999999999978
2020-04-05,6891.57,6891.57,6674.97,6771.41,129.581436,50.28428056107244,-146.48990164873157,163.242879593745,-309.73278124247656,-29.730560460401577,37.30000000000018
2020-04-06,6767.44,7347.0,6767.44,7332.68,271.71646,57.389752682597305,-75.89366266840807,187.0712948592548,-262.9649575276629,-0.9645176064875693,966.8100000000004
2020-04-07,7325.21,7450.93,7084.68,7197.12,193.637296,55.33279099917153,-30.532237112104667,185.94617633244658,-216.47841344455125,-15.976860274076099,953.96
2020-04-08,7198.53,7419.96,7155.97,7363.77,137.537852,57.35630012782795,18.6493041312915,188.1021740606742,-169.4528699293827,-5.48655743070986,1486.9500000000007
2020-04-09,7360.5,7368.22,7108.22,7283.68,73.043289,56.04231610157076,50.58037713815338,176.02659765402888,-125.4462205158755,-10.52807171048904,897.21
