Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains,RSI,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,WILLR,MOM
1993-03-18 00:00:00-05:00,25.02201367082267,25.17764471646013,25.02201367082267,25.073890686035156,59300,0.0,0.0,0.0,62.210833825242375,0.16888961532854196,-0.019824574088237124,0.1887141894167791,-32.6935064221414,0.24206924438476562
1993-03-19 00:00:00-05:00,25.174947548044962,25.174947548044962,25.035955429077152,25.03595542907715,66900,0.213,0.0,0.0,60.97352297574425,0.160430953335009,-0.022626588865416075,0.18305754220042508,-37.63621120731961,0.2733192443847656
1993-03-22 00:00:00-05:00,24.792711433628934,24.949077518353995,24.77533742421504,24.896955490112305,183400,0.0,0.0,0.0,56.53644028901085,0.14088720931056997,-0.03373626631188409,0.17462347562245406,-75.64586559952284,-0.41904449462890625
1993-03-23 00:00:00-05:00,24.966474519798684,24.9838485452126,24.914352443556933,24.949100494384766,55200,0.0,0.0,0.0,57.777750650856454,0.12812932234665553,-0.03719532262063885,0.16532464496729438,-67.26955382071182,-0.280426025390625
1993-03-24 00:00:00-05:00,24.914352443556933,25.05334464686827,24.79273426565951,24.949100494384766,37200,0.0,0.0,0.0,57.77775065085646,0.11667366364448384,-0.03892078505824845,0.15559444870273229,-67.26955382071182,-0.3323173522949219
1993-03-25 00:00:00-05:00,24.96647084510038,25.15758509652425,24.931722799386947,25.1054630279541,110100,0.0,0.0,0.0,61.59245587710891,0.11884218256831858,-0.029401812907530966,0.14824399547584954,-44.28596736569305,-0.10677909851074219
1993-03-26 00:00:00-05:00,25.088073544644942,25.105447556794974,24.949081447444694,24.966455459594727,101500,0.0,0.0,0.0,56.68893169008931,0.10809791493219123,-0.03211686443492667,0.1402147793671179,-67.74574180388353,0.013607025146484375
1993-03-29 00:00:00-05:00,24.983833431949733,25.192321610797716,24.983833431949733,25.070703506469727,87100,0.0,0.0,0.0,59.305492099961505,0.10676423986904382,-0.026760431598459283,0.1335246714675031,-50.15219855890906,-0.0031871795654296875
1993-03-30 00:00:00-05:00,25.10543448890417,25.140182495117184,25.070686482691155,25.140182495117188,56000,0.0,0.0,0.0,60.996724144721014,0.11004513468467891,-0.018783629426259357,0.12882876411093827,-38.42649598673611,0.06629180908203125
1993-03-31 00:00:00-05:00,25.209691869437613,25.27918791869864,25.122821807861328,25.122821807861328,111600,0.0,0.0,0.0,60.322130602964954,0.10997666258324656,-0.015081681222153365,0.12505834380539993,-31.03422792063977,0.20455360412597656
1993-04-01 00:00:00-05:00,25.157573533173988,25.157573533173988,24.98383338446422,25.03595542907715,129500,0.0,0.0,0.0,56.929456141759246,0.10174020935195216,-0.01865450756275823,0.12039471691471039,-48.274734724788004,-0.03793525695800781
1993-04-02 00:00:00-05:00,24.82746073170641,24.82746073170641,24.514728546142578,24.514728546142578,59400,0.0,0.0,0.0,41.754470968420286,0.05254836263348395,-0.054277083424981165,0.10682544605846511,-100.0,-0.5212268829345703
1993-04-05 00:00:00-04:00,24.705846684271595,24.705846684271595,24.566854579156143,24.636350631713867,172200,0.0,0.0,0.0,45.410981662405035,0.023110946957938694,-0.06697159928042114,0.09008254623835983,-84.09044483755478,-0.2606048583984375
1993-04-06 00:00:00-04:00,24.68845723407103,24.68845723407103,24.497343209036,24.56683921813965,129700,0.0,0.0,0.0,43.721596697100786,-0.005760997995576389,-0.07667483538714898,0.07091383739157259,-91.11127718269839,-0.3822612762451172
1993-04-07 00:00:00-04:00,24.60160834088638,24.653730392456055,24.549486289316704,24.653730392456055,28000,0.0,0.0,0.0,46.405649035303966,-0.021384325600635634,-0.07383853039376659,0.05245420479313095,-79.99766686564462,-0.29537010192871094
1993-04-08 00:00:00-04:00,24.757968697988744,24.757968697988744,24.514732514289204,24.618976593017578,180800,0.0,0.0,0.0,45.47153449925338,-0.036153511279454875,-0.07088617285806867,0.03473266157861379,-84.4427694555787,-0.48648643493652344
1993-04-12 00:00:00-04:00,24.86221138669454,24.983829471744755,24.827463362394475,24.966455459594727,348500,0.0,0.0,0.0,55.1848027089479,-0.01959369291021673,-0.04346108359106442,0.023867390680847686,-39.99930615874534,0.0
1993-04-13 00:00:00-04:00,24.949091037114464,25.10545720656713,24.93171701828639,25.018587112426758,146100,0.0,0.0,0.0,56.43852812939445,-0.0022375359231006087,-0.02088394128315864,0.01864640536005803,-33.331530296384415,-0.05211639404296875
1993-04-14 00:00:00-04:00,25.0359591801077,25.05333319758175,24.966463110211492,24.983837127685547,119600,0.0,0.0,0.0,55.32742245801967,0.008614013200535453,-0.008025913727618062,0.016639926928153515,-37.77614497647931,-0.15634536743164062
1993-04-15 00:00:00-04:00,24.966463110211492,25.0359591801077,24.879593022841238,24.983837127685547,148600,0.0,0.0,0.0,55.32742245801967,0.017017773759501864,0.00030227746507867706,0.016715496294423187,-37.77614497647931,-0.13898468017578125
1993-04-16 00:00:00-04:00,25.001211145159598,25.0359591801077,24.94908909273744,24.983837127685547,47900,0.0,0.0,0.0,55.32742245801966,0.023407981903879715,0.005353988487565221,0.018053993416314494,-37.77614497647931,-0.05211830139160156
1993-04-19 00:00:00-04:00,24.983838915158916,25.05333499002723,24.862220784139367,24.879594802856445,157000,0.0,0.0,0.0,51.52678657404925,0.019832170555943662,0.0014225417117033345,0.018409628844240328,-51.10901319708561,0.3648662567138672
1993-04-20 00:00:00-04:00,24.844846625077096,24.879594662314968,24.601610364412007,24.757976531982422,279500,0.0,0.0,0.0,47.432907657573075,0.007102858910990051,-0.009045415946600223,0.016148274857590274,-66.66431073519914,0.12162590026855469
1993-04-21 00:00:00-04:00,24.810089004173708,24.810089004173708,24.67109690891223,24.74059295654297,67900,0.0,0.0,0.0,46.85981157724681,-0.004337916730921876,-0.01638895327080972,0.012051036539887844,-63.156835029569216,0.1737537384033203
1993-04-22 00:00:00-04:00,24.63633685702111,24.84482489812425,24.42784881591797,24.42784881591797,97700,0.0,0.0,0.0,37.9711528559733,-0.03820030297622523,-0.04020107161289046,0.002000768636665229,-100.0,-0.22588157653808594
